0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,31,31,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,31,0,8,8,8,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,31,31,31,20,30,30,30,30,0,0,0,30,30,30,30,30,30,30,30,30,30,20,31,0,0,8,8,8,0,0,31,20,30,30,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,31,31,20,30,30,30,0,0,0,0,0,30,30,30,30,30,30,30,30,31,20,31,0,0,8,8,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,31,31,20,30,30,0,0,0,0,0,0,0,30,30,30,30,30,30,31,31,20,31,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,31,31,20,30,30,0,0,0,25,0,0,10,30,30,30,30,30,31,31,31,20,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,13,13,31,31,20,30,30,0,0,0,0,0,13,10,31,30,30,30,31,31,31,30,20,31,0,0,0,0,0,0,0,31,20,30,30,30,30,30,30,30,30,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,13,13,31,31,31,20,30,30,30,0,0,0,13,13,31,31,31,30,31,31,31,30,30,30,20,31,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,30,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
13,13,13,31,31,31,20,30,30,30,30,30,0,10,10,31,31,31,31,31,31,31,30,30,30,30,30,20,31,31,31,31,31,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
31,31,31,31,31,20,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,30,30,30,30,30,30,30,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
31,31,31,31,20,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,20,20,30,30,30,30,30,30,30,20,0,0,0,13,13,0,0,0,0,0,0,20,20,30,30,30,30,30,30,30,30,20,20,10,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,10,10,20,30,30,30,30,30,20,0,0,0,13,13,0,0,0,0,0,0,0,0,20,20,30,30,30,30,30,30,20,20,13,10,0,0,0,0,0,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30
5,1,1,1,2,10,10,0,20,103,20,20,20,0,0,0,0,0,10,10,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,20,10,13,13,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,20,20,30,30,30,20,20,0,0,13,10,0,0,0,0,0,0,10,13,13,20,20,30,30,30,30,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,30,30,30,30,20,20,13,13,10,0,0,0,0,0,0,0,10,13,20,30,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
