0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,31,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,31,20,0,0,0,0,0,10,10,0,0,0,0,8,8,8,0,0,0,31,31,31,0,0,0
0,50,0,0,0,0,31,31,0,0,10,10,10,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,10,10,0,0,20,31,31,31,20,0,0,0,0,10,10,10,10,0,0,0,8,8,8,0,0,31,31,31,31,31,0,0
0,0,0,0,0,31,31,0,0,10,10,0,0,0,0,13,13,31,31,31,13,13,0,0,0,0,0,0,0,0,10,10,0,0,20,31,31,31,20,0,0,0,0,10,0,51,0,0,0,8,8,8,0,31,31,31,31,31,31,31,0
13,13,13,13,31,31,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,10,10,0,0,20,31,31,31,20,0,0,0,0,0,0,0,0,0,0,4,0,31,31,31,0,0,31,31,31,31
31,31,31,31,31,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,31,20,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,31,31,31
0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,31,20,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,20,0,0,10,0,0,13,13,31,31,31,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,25,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13,0,10,10,0,13,13,31,31,31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,10,10,0,13,13,31,31,31,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,10,10,0,13,13,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,2,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,31,31,13,0,0,0,0,0,0,0,0,0,20,31,31,31,20,13,0,0,10,0,13,13,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,31,31,31,31,31,31,13,0,0,0,0,0,0,10,10,0,20,31,31,31,20,13,0,0,0,0,13,13,31,31,31,0,0,0,30,30,30,30,0,0,0,0,0,0,0
31,31,31,0,0,0,0,0,10,10,10,0,0,0,0,13,13,31,31,31,13,13,0,0,0,0,0,0,10,10,0,20,31,31,31,20,0,0,0,0,0,0,13,31,31,31,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0
31,31,31,31,31,0,0,0,0,10,10,10,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,10,10,0,20,31,31,31,20,0,0,0,0,0,0,0,31,31,31,0,0,0,30,30,30,30,30,30,30,30,0,0,0,0,0
31,31,31,31,31,31,31,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,31,20,0,0,0,0,0,0,31,31,31,0,0,0,0,30,30,30,30,30,30,30,30,0,0,0,0,0
